call_id	shift_id	icecream_van_id	latitude	longitude	latitude_gps	longitude_gps	nr_of_people	address_zipcode	address_city	address_country	deadline	was_close	created_at	updated_at
653189	167871	103	51.082	4.007	51.081	4.007	9-10	9160	Lokeren	België	2026-04-30 14:30:00	0	2026-04-30 12:10:04	2026-04-30 13:40:48
653190	NULL	NULL	51.076	4.195	51.076	4.195	1-2	2880	Bornem	België	2026-04-30 12:30:00	0	2026-04-30 12:10:17	2026-04-30 12:10:17
653196	NULL	NULL	50.993	4.161	50.993	4.161	3-4	9280	Lebbeke	België	2026-04-30 15:15:00	0	2026-04-30 12:24:15	2026-04-30 12:24:15
653199	167902	8	51.138	4.2	NULL	NULL	5-6	9140	Temse	België	2026-04-30 14:30:00	0	2026-04-30 12:28:27	2026-04-30 13:52:44
653200	NULL	NULL	51.082	4.051	51.075	4.034	9-10	9240	Zele	België	2026-04-30 13:00:00	0	2026-04-30 12:32:37	2026-04-30 12:32:37
653201	NULL	NULL	51.082	4.051	NULL	NULL	7-8	9240	Zele	België	2026-04-30 13:00:00	0	2026-04-30 12:33:34	2026-04-30 12:33:34
653205	NULL	NULL	51.082	4.051	50.938	4.042	7-8	9240	Zele	België	2026-04-30 13:00:00	0	2026-04-30 12:36:50	2026-04-30 12:36:50
653214	167902	8	51.136	4.188	NULL	NULL	10+	9140	Temse	België	2026-04-30 14:00:00	0	2026-04-30 12:50:08	2026-04-30 13:17:16
653215	167880	34	51.074	4.137	51.074	4.137	7-8	9220	Hamme	België	2026-04-30 14:45:00	0	2026-04-30 12:50:14	2026-04-30 13:15:49
653219	167909	10	51.217	4.341	51.217	4.341	1-2	2070	Beveren-Kruibeke-Zwijndrecht	België	2026-04-30 14:00:00	0	2026-04-30 12:52:04	2026-04-30 14:03:30
653228	167899	14	51.069	4.046	51.069	4.046	3-4	9240	Zele	België	2026-04-30 16:00:00	0	2026-04-30 13:02:16	2026-04-30 13:53:47
653236	167893	9	51.026	4.114	NULL	NULL	5-6	9200	Dendermonde	België	2026-04-30 18:00:00	0	2026-04-30 13:11:20	2026-04-30 14:01:04
653238	167899	14	51.067	4.037	51.067	4.037	3-4	9240	Zele	België	2026-04-30 15:30:00	0	2026-04-30 13:14:15	2026-04-30 14:29:18
653239	167871	103	51.102	4.001	51.102	4.001	5-6	9160	Lokeren	België	2026-04-30 14:30:00	0	2026-04-30 13:15:09	2026-04-30 14:24:09
653240	NULL	NULL	51.071	4.12	51.071	4.12	1-2	9220	Hamme	België	2026-04-30 14:00:00	0	2026-04-30 13:15:28	2026-04-30 13:15:28
653241	167896	13	51.197	4.192	51.197	4.192	5-6	9100	Sint-Niklaas	België	2026-04-30 16:00:00	0	2026-04-30 13:15:45	2026-04-30 13:39:55
653244	NULL	NULL	51.082	4.007	51.081	4.007	9-10	9160	Lokeren	België	2026-04-30 13:30:00	0	2026-04-30 13:19:29	2026-04-30 13:19:29
653247	167903	6	51.093	4.129	51.093	4.129	3-4	9220	Hamme	België	2026-04-30 15:30:00	0	2026-04-30 13:25:35	2026-04-30 13:26:13
653248	167960	5	51.019	4.093	51.019	4.093	3-4	9200	Dendermonde	België	2026-04-30 20:00:00	0	2026-04-30 13:26:26	2026-04-30 18:58:32
653253	NULL	NULL	51.073	4.137	51.073	4.137	7-8	9220	Hamme	België	2026-04-30 15:00:00	1	2026-04-30 13:31:03	2026-04-30 13:31:03
653254	NULL	NULL	51.015	4.067	51.015	4.068	5-6	9200	Dendermonde	België	2026-04-30 14:30:00	0	2026-04-30 13:31:05	2026-04-30 13:31:05
653256	NULL	NULL	51	4.141	NULL	NULL	3-4	9280	Lebbeke	Belgie	2026-04-30 18:30:00	0	2026-04-30 13:32:46	2026-04-30 13:32:46
653259	NULL	NULL	51.049	4.172	51.049	4.172	3-4	9220	Hamme	België	2026-04-30 15:00:00	0	2026-04-30 13:36:13	2026-04-30 13:36:13
653263	NULL	NULL	51.177	4.12	51.177	4.12	1-2	9100	Sint-Niklaas	België	2026-04-30 14:00:00	0	2026-04-30 13:40:37	2026-04-30 13:40:37
653266	167914	1	51.15	4.084	51.15	4.084	3-4	9111	Sint-Niklaas	België	2026-04-30 14:30:00	0	2026-04-30 13:42:44	2026-04-30 14:23:37
653268	NULL	NULL	51.078	3.996	51.078	3.996	1-2	9160	Lokeren	België	2026-04-30 14:00:00	1	2026-04-30 13:45:53	2026-04-30 13:45:53
653270	NULL	NULL	51.205	4.224	NULL	NULL	1-2	9120	Beveren	Belgie	2026-04-30 14:15:00	1	2026-04-30 13:50:02	2026-04-30 13:50:02
653277	167899	14	51.062	4.022	51.062	4.022	3-4	9240	Zele	België	2026-04-30 16:00:00	0	2026-04-30 13:55:33	2026-04-30 14:30:25
653279	167902	8	51.138	4.2	NULL	NULL	5-6	9140	Temse	België	2026-04-30 14:30:00	0	2026-04-30 13:57:01	2026-04-30 14:10:17
653280	NULL	NULL	51.217	4.341	51.217	4.341	1-2	2070	Beveren-Kruibeke-Zwijndrecht	België	2026-04-30 14:30:00	0	2026-04-30 13:57:26	2026-04-30 13:57:26
653282	NULL	NULL	51.217	4.248	51.217	4.247	1-2	9120	Beveren	België	2026-04-30 14:30:00	1	2026-04-30 13:58:19	2026-04-30 13:58:19
653284	167906	7	51.068	4.05	51.068	4.05	5-6	9240	Zele	België	2026-04-30 14:00:00	1	2026-04-30 13:58:56	2026-04-30 14:01:05
653286	167871	103	51.086	4	51.086	4.001	5-6	9160	Lokeren	België	2026-04-30 15:00:00	1	2026-04-30 14:05:37	2026-04-30 14:11:41
653287	167910	3	51.231	4.27	NULL	NULL	3-4	9120	Beveren	België	2026-04-30 14:30:00	0	2026-04-30 14:07:14	2026-04-30 14:29:11
653288	NULL	NULL	51.062	4.022	51.062	4.022	1-2	9240	Zele	België	2026-04-30 14:45:00	0	2026-04-30 14:07:36	2026-04-30 14:07:36
653291	167903	6	51.093	4.129	51.093	4.129	3-4	9220	Hamme	België	2026-04-30 15:30:00	0	2026-04-30 14:08:59	2026-04-30 14:47:18
653293	167880	34	51.093	4.22	51.093	4.22	3-4	2880	Bornem	België	2026-04-30 19:00:00	0	2026-04-30 14:10:44	2026-04-30 14:12:40
653294	NULL	NULL	51.089	3.992	NULL	NULL	1-2	9160	Lokeren	België	2026-04-30 14:30:00	0	2026-04-30 14:12:33	2026-04-30 14:12:33
653296	167898	11	51.092	4.153	51.092	4.155	3-4	9220	Hamme	België	2026-04-30 14:30:00	0	2026-04-30 14:14:45	2026-04-30 14:36:16
653298	NULL	NULL	51.22	4.255	51.22	4.255	1-2	9120	Beveren-Kruibeke-Zwijndrecht	België	2026-04-30 14:45:00	1	2026-04-30 14:17:30	2026-04-30 14:17:30
653300	NULL	NULL	51.1	4.249	51.1	4.249	5-6	2880	Bornem	België	2026-04-30 14:45:00	0	2026-04-30 14:20:36	2026-04-30 14:20:36
653304	NULL	NULL	51.071	4.12	51.071	4.12	1-2	9220	Hamme	België	2026-04-30 15:00:00	0	2026-04-30 14:23:27	2026-04-30 14:23:27
653305	167896	13	51.181	4.161	51.18	4.162	1-2	9100	Sint-Niklaas	België	2026-04-30 17:00:00	0	2026-04-30 14:23:37	2026-04-30 15:27:58
653307	167875	35	51.161	4.161	51.161	4.161	10+	9100	Sint-Niklaas	België	2026-04-30 15:00:00	1	2026-04-30 14:24:15	2026-04-30 14:33:38
653309	NULL	NULL	51.018	4.127	51.018	4.127	3-4	9200	Dendermonde	België	2026-04-30 15:00:00	0	2026-04-30 14:26:18	2026-04-30 14:26:18
653311	NULL	NULL	51.059	4.01	NULL	NULL	1-2	9240	Zele	België	2026-04-30 15:15:00	0	2026-04-30 14:27:41	2026-04-30 14:27:41
653314	NULL	NULL	50.993	4.161	50.993	4.161	3-4	9280	Lebbeke	België	2026-04-30 15:15:00	0	2026-04-30 14:29:36	2026-04-30 14:29:36
653315	167898	11	51.094	4.147	NULL	NULL	1-2	9220	Hamme	België	2026-04-30 17:00:00	0	2026-04-30 14:29:56	2026-04-30 15:43:28
653316	167914	1	51.15	4.09	51.15	4.09	3-4	9111	Sint-Niklaas	België	2026-04-30 16:45:00	1	2026-04-30 14:30:44	2026-04-30 15:14:20
653319	NULL	NULL	51.089	3.992	51.089	3.992	3-4	9160	Lokeren	België	2026-04-30 15:30:00	0	2026-04-30 14:33:18	2026-04-30 14:33:18
653320	NULL	NULL	51.091	4.017	51.091	4.017	1-2	9160	Lokeren	België	2026-04-30 15:00:00	1	2026-04-30 14:33:19	2026-04-30 14:33:19
653322	167896	13	51.187	4.166	51.187	4.166	3-4	9100	Sint-Niklaas	België	2026-04-30 16:00:00	1	2026-04-30 14:34:08	2026-04-30 14:42:41
653324	167909	10	51.206	4.348	NULL	NULL	5-6	2070	Burcht	België	2026-04-30 17:30:00	0	2026-04-30 14:34:40	2026-04-30 14:40:41
653325	167903	6	51.096	4.126	51.096	4.126	1-2	9220	Hamme	België	2026-04-30 16:00:00	0	2026-04-30 14:35:44	2026-04-30 15:15:32
653326	167907	5	51.018	4.127	51.018	4.127	3-4	9200	Dendermonde	België	2026-04-30 15:30:00	0	2026-04-30 14:36:43	2026-04-30 14:39:37
653327	167896	13	51.167	4.127	51.167	4.127	7-8	9100	Sint-Niklaas	België	2026-04-30 18:15:00	0	2026-04-30 14:38:36	2026-04-30 15:53:09
653337	167909	10	51.218	4.322	51.218	4.322	1-2	2070	Beveren-Kruibeke-Zwijndrecht	België	2026-04-30 15:00:00	0	2026-04-30 14:50:37	2026-04-30 15:03:14
653338	NULL	NULL	51.121	4.095	51.121	4.095	3-4	9250	Waasmunster	België	2026-04-30 15:30:00	0	2026-04-30 14:50:37	2026-04-30 14:50:37
653340	NULL	NULL	51.014	4.12	51.014	4.12	3-4	9200	Dendermonde	België	2026-04-30 15:15:00	1	2026-04-30 14:54:49	2026-04-30 14:54:49
653344	167880	34	51.092	4.238	51.092	4.238	3-4	2880	Bornem	België	2026-04-30 18:00:00	0	2026-04-30 14:58:42	2026-04-30 15:03:28
653346	167909	10	51.219	4.34	51.219	4.34	1-2	2070	Beveren-Kruibeke-Zwijndrecht	België	2026-04-30 15:45:00	0	2026-04-30 15:00:54	2026-04-30 15:21:15
653349	NULL	NULL	51.103	3.985	51.103	3.985	1-2	9160	Lokeren	België	2026-04-30 15:30:00	1	2026-04-30 15:02:39	2026-04-30 15:02:39
653351	NULL	NULL	51.114	4.138	51.114	4.138	1-2	9140	Temse	België	2026-04-30 15:30:00	0	2026-04-30 15:04:15	2026-04-30 15:04:15
653353	167899	14	51.062	4.022	51.062	4.022	5-6	9240	Zele	België	2026-04-30 16:30:00	0	2026-04-30 15:04:56	2026-04-30 15:56:45
653354	167893	9	51.029	4.114	51.029	4.114	1-2	9200	Dendermonde	België	2026-04-30 15:30:00	1	2026-04-30 15:06:14	2026-04-30 15:08:11
653355	NULL	NULL	51.092	4.222	51.092	4.222	1-2	2880	Bornem	België	2026-04-30 16:00:00	1	2026-04-30 15:08:01	2026-04-30 15:08:01
653357	167871	103	51.102	3.997	NULL	NULL	5-6	9160	lokeren	Belgie	2026-04-30 16:30:00	1	2026-04-30 15:10:57	2026-04-30 15:50:30
653361	167899	14	51.062	4.022	51.062	4.022	3-4	9240	Zele	België	2026-04-30 16:00:00	0	2026-04-30 15:14:17	2026-04-30 15:56:43
653373	NULL	NULL	50.995	4.134	50.996	4.134	3-4	9280	Lebbeke	België	2026-04-30 18:00:00	0	2026-04-30 15:33:52	2026-04-30 15:33:52
653376	NULL	NULL	51.194	4.177	51.194	4.177	3-4	9100	Sint-Niklaas	België	2026-04-30 18:00:00	0	2026-04-30 15:34:45	2026-04-30 15:34:45
653382	NULL	NULL	51.16	4.151	NULL	NULL	1-2	9100	Sint niklaas	België	2026-04-30 16:00:00	0	2026-04-30 15:40:40	2026-04-30 15:40:40
653384	NULL	NULL	51.16	4.151	NULL	NULL	1-2	9100	Sint niklaas	België	2026-04-30 16:00:00	0	2026-04-30 15:41:09	2026-04-30 15:41:09
653385	NULL	NULL	51.134	4.202	51.134	4.202	1-2	9140	Temse	België	2026-04-30 16:00:00	1	2026-04-30 15:41:20	2026-04-30 15:41:20
653388	NULL	NULL	51.114	3.946	51.114	3.946	1-2	9160	Lokeren	België	2026-04-30 17:00:00	0	2026-04-30 15:43:13	2026-04-30 15:43:13
653393	167880	34	51.094	4.243	51.094	4.243	1-2	2880	Bornem	België	2026-04-30 16:15:00	1	2026-04-30 15:46:44	2026-04-30 15:50:15
653397	NULL	NULL	51.086	4.002	51.086	4.001	3-4	9160	Lokeren	België	2026-04-30 16:00:00	1	2026-04-30 15:50:25	2026-04-30 15:50:25
653402	167893	9	51.032	4.097	51.098	3.969	7-8	9200	Dendermonde	België	2026-04-30 17:00:00	0	2026-04-30 15:52:45	2026-04-30 16:02:12
653405	NULL	NULL	51.134	4.202	51.133	4.203	1-2	9140	Temse	België	2026-04-30 16:45:00	1	2026-04-30 15:53:53	2026-04-30 15:53:53
653413	NULL	NULL	51.118	4.092	51.118	4.092	1-2	9250	Waasmunster	België	2026-04-30 18:30:00	0	2026-04-30 15:57:16	2026-04-30 15:57:16
653416	NULL	NULL	51.097	4.008	NULL	NULL	1-2	9160	Lokeren	België	2026-04-30 17:00:00	0	2026-04-30 15:57:57	2026-04-30 15:57:57
653419	167909	10	51.214	4.339	51.214	4.338	1-2	2070	Zwijndrecht	België	2026-04-30 18:00:00	1	2026-04-30 15:58:54	2026-04-30 16:02:28
653420	NULL	NULL	50.987	4.232	50.987	4.232	3-4	1785	Merchtem	België	2026-04-30 16:15:00	0	2026-04-30 15:58:56	2026-04-30 15:58:56
653425	NULL	NULL	51.102	3.997	NULL	NULL	1-2	9160	Lokeren	België	2026-04-30 16:00:00	1	2026-04-30 16:00:59	2026-04-30 16:00:59
653426	167896	13	51.169	4.113	NULL	NULL	3-4	9111	Belsele (Sint-Niklaas)	Belgium	2026-04-30 17:30:00	0	2026-04-30 16:01:16	2026-04-30 16:27:17
653427	NULL	NULL	51.118	4.092	51.118	4.092	1-2	9250	Waasmunster	België	2026-04-30 16:30:00	1	2026-04-30 16:01:28	2026-04-30 16:01:28
653428	167902	8	51.123	4.196	51.123	4.196	5-6	9140	Temse	België	2026-04-30 16:30:00	0	2026-04-30 16:01:38	2026-04-30 16:13:43
653436	NULL	NULL	51.102	3.997	51.102	3.997	1-2	9160	Lokeren	België	2026-04-30 16:30:00	1	2026-04-30 16:04:06	2026-04-30 16:04:06
653440	NULL	NULL	51.086	4.215	NULL	NULL	3-4	2880	Bornem	België	2026-04-30 16:30:00	0	2026-04-30 16:05:11	2026-04-30 16:05:11
653446	NULL	NULL	51.035	4.102	51.035	4.102	1-2	9200	Dendermonde	België	2026-04-30 17:00:00	0	2026-04-30 16:08:03	2026-04-30 16:08:03
653447	167909	10	51.215	4.284	51.215	4.284	3-4	9120	Beveren-Kruibeke-Zwijndrecht	België	2026-04-30 17:00:00	1	2026-04-30 16:08:27	2026-04-30 16:38:17
653461	167910	3	51.217	4.274	NULL	NULL	1-2	9120	Melsele	België	2026-04-30 16:30:00	1	2026-04-30 16:13:54	2026-04-30 16:17:52
653463	NULL	NULL	51.134	4.202	NULL	NULL	3-4	9140	Temse	België	2026-04-30 17:00:00	0	2026-04-30 16:15:15	2026-04-30 16:15:15
653466	NULL	NULL	51.114	4.138	51.114	4.138	3-4	9140	Temse	België	2026-04-30 16:30:00	0	2026-04-30 16:16:09	2026-04-30 16:16:09
653470	167906	7	51.058	4.034	51.058	4.034	1-2	9240	Zele	België	2026-04-30 16:30:00	1	2026-04-30 16:18:26	2026-04-30 16:19:07
653472	167902	8	51.121	4.198	51.121	4.198	3-4	9140	Temse	België	2026-04-30 16:30:00	1	2026-04-30 16:19:33	2026-04-30 16:24:03
653473	NULL	NULL	51.085	4.131	51.085	4.131	3-4	9220	Hamme	België	2026-04-30 17:30:00	0	2026-04-30 16:19:44	2026-04-30 16:19:44
653476	NULL	NULL	51.113	4.09	NULL	NULL	3-4	9250	Waasmunster	België	2026-04-30 17:00:00	0	2026-04-30 16:20:44	2026-04-30 16:20:44
653479	NULL	NULL	51.09	4.233	51.09	4.233	1-2	2880	Bornem	België	2026-04-30 19:00:00	0	2026-04-30 16:22:33	2026-04-30 16:22:33
653481	167896	13	51.179	4.146	51.179	4.146	3-4	9100	Sint-Niklaas	België	2026-04-30 18:00:00	0	2026-04-30 16:22:46	2026-04-30 17:08:41
653482	167893	9	51.026	4.053	NULL	NULL	1-2	9200	Dendermonde	België	2026-04-30 20:30:00	0	2026-04-30 16:23:44	2026-04-30 16:44:27
653485	167896	13	51.183	4.138	51.182	4.138	3-4	9100	Sint-Niklaas	België	2026-04-30 17:30:00	0	2026-04-30 16:25:43	2026-04-30 16:48:32
653487	NULL	NULL	51.057	4.086	51.057	4.086	3-4	9200	Dendermonde	België	2026-04-30 19:00:00	0	2026-04-30 16:26:28	2026-04-30 16:26:28
653495	167910	3	51.228	4.273	51.228	4.273	5-6	9120	Beveren-Kruibeke-Zwijndrecht	België	2026-04-30 17:45:00	0	2026-04-30 16:31:17	2026-04-30 17:12:29
653496	NULL	NULL	51.086	4.215	50.987	4.232	3-4	2880	bornem	België	2026-04-30 16:30:00	0	2026-04-30 16:31:23	2026-04-30 16:31:23
653497	NULL	NULL	51.11	4.078	NULL	NULL	1-2	9250	Waasmunster	België	2026-04-30 18:00:00	0	2026-04-30 16:31:29	2026-04-30 16:31:29
653498	NULL	NULL	51.11	4.078	NULL	NULL	1-2	9250	Waasmunster	België	2026-04-30 17:00:00	0	2026-04-30 16:31:43	2026-04-30 16:31:43
653499	167906	7	51.057	4.045	51.057	4.046	3-4	9240	Zele	België	2026-04-30 17:00:00	0	2026-04-30 16:31:58	2026-04-30 16:51:47
653500	NULL	NULL	51.221	4.129	51.221	4.129	1-2	9170	Sint-Gillis-Waas	België	2026-04-30 18:30:00	0	2026-04-30 16:32:08	2026-04-30 16:32:08
653501	167946	91	51.093	3.994	51.093	3.994	5-6	9160	Lokeren	België	2026-04-30 17:00:00	0	2026-04-30 16:32:29	2026-04-30 17:09:15
653503	NULL	NULL	51.175	4.297	51.175	4.297	3-4	9150	Kruibeke	België	2026-04-30 18:00:00	0	2026-04-30 16:33:03	2026-04-30 16:33:03
653506	NULL	NULL	50.999	4.147	NULL	NULL	1-2	9280	Lebbeke	België	2026-04-30 17:30:00	0	2026-04-30 16:33:57	2026-04-30 16:33:57
653508	167946	91	51.093	3.994	51.093	3.994	5-6	9160	Lokeren	België	2026-04-30 17:00:00	0	2026-04-30 16:34:17	2026-04-30 17:09:19
653509	167880	34	51.096	4.249	51.096	4.249	5-6	2880	Bornem	België	2026-04-30 17:30:00	1	2026-04-30 16:34:31	2026-04-30 16:51:47
653511	NULL	NULL	51.086	4.215	NULL	NULL	3-4	2880	Bornem	België	2026-04-30 17:00:00	0	2026-04-30 16:34:55	2026-04-30 16:34:55
653512	167909	10	51.214	4.337	51.214	4.337	1-2	2070	Beveren-Kruibeke-Zwijndrecht	België	2026-04-30 17:00:00	1	2026-04-30 16:35:04	2026-04-30 16:38:03
653513	NULL	NULL	51.057	4.106	51.057	4.106	3-4	9200	Dendermonde	België	2026-04-30 18:30:00	0	2026-04-30 16:35:30	2026-04-30 16:35:30
653521	167893	9	51.045	4.106	51.045	4.106	1-2	9200	Dendermonde	België	2026-04-30 18:00:00	0	2026-04-30 16:40:17	2026-04-30 17:34:33
653522	NULL	NULL	51.213	4.336	NULL	NULL	3-4	2070	Zwijndrecht	België	2026-04-30 17:00:00	1	2026-04-30 16:40:29	2026-04-30 16:40:29
653526	NULL	NULL	51.121	4.095	51.121	4.095	3-4	9250	Waasmunster	België	2026-04-30 17:30:00	0	2026-04-30 16:41:21	2026-04-30 16:41:21
653528	167907	5	51.012	4.11	51.012	4.11	1-2	9200	Dendermonde	België	2026-04-30 17:00:00	1	2026-04-30 16:41:58	2026-04-30 16:46:36
653537	167948	35	51.154	4.139	51.154	4.139	1-2	9100	Sint-Niklaas	België	2026-04-30 17:00:00	0	2026-04-30 16:45:50	2026-04-30 16:59:12
653538	NULL	NULL	51.101	3.991	51.101	3.991	1-2	9160	Lokeren	België	2026-04-30 17:30:00	1	2026-04-30 16:46:07	2026-04-30 16:46:07
653540	NULL	NULL	51.108	4.268	51.108	4.268	3-4	2880	Bornem	België	2026-04-30 18:00:00	0	2026-04-30 16:47:07	2026-04-30 16:47:07
653542	167910	3	51.216	4.283	NULL	NULL	3-4	9120	Melsele	België	2026-04-30 17:15:00	1	2026-04-30 16:47:35	2026-04-30 16:51:49
653547	NULL	NULL	51.016	4.055	51.016	4.055	3-4	9200	Dendermonde	België	2026-04-30 18:15:00	0	2026-04-30 16:49:36	2026-04-30 16:49:36
653549	167893	9	51.05	4.107	51.05	4.107	3-4	9200	Dendermonde	België	2026-04-30 18:00:00	0	2026-04-30 16:49:45	2026-04-30 17:47:14
653550	167907	5	51.013	4.114	51.013	4.114	1-2	9200	Dendermonde	België	2026-04-30 18:00:00	1	2026-04-30 16:50:44	2026-04-30 16:55:32
653551	NULL	NULL	51.16	4.159	51.16	4.159	5-6	9100	Sint-Niklaas	België	2026-04-30 17:00:00	1	2026-04-30 16:50:45	2026-04-30 16:50:45
653552	167898	11	51.088	4.142	51.088	4.142	1-2	9220	Hamme	België	2026-04-30 18:00:00	1	2026-04-30 16:51:11	2026-04-30 16:56:20
653556	167871	103	51.115	3.964	51.114	3.965	3-4	9160	Lokeren	België	2026-04-30 18:00:00	0	2026-04-30 16:52:29	2026-04-30 17:09:23
653561	167909	10	51.211	4.329	51.211	4.329	3-4	2070	Beveren-Kruibeke-Zwijndrecht	België	2026-04-30 18:15:00	0	2026-04-30 16:54:07	2026-04-30 18:17:32
653564	NULL	NULL	51.16	4.149	NULL	NULL	10+	9100	Sint-Niklaas	België	2026-04-30 17:15:00	1	2026-04-30 16:55:25	2026-04-30 16:55:25
653570	167906	7	51.064	4.055	NULL	NULL	1-2	9240	Zele	België	2026-04-30 17:30:00	0	2026-04-30 16:56:33	2026-04-30 17:00:51
653573	NULL	NULL	50.996	4.133	NULL	NULL	1-2	9280	Lebbeke	Belgium	2026-04-30 19:00:00	0	2026-04-30 16:57:07	2026-04-30 16:57:07
653575	NULL	NULL	51.047	4.203	NULL	NULL	1-2	2890	Sint-Amands	België	2026-04-30 19:00:00	0	2026-04-30 16:57:58	2026-04-30 16:57:58
653579	167946	91	51.093	3.994	51.093	3.994	7-8	9160	Lokeren	België	2026-04-30 17:00:00	1	2026-04-30 16:58:26	2026-04-30 17:09:23
653582	NULL	NULL	51.093	4.218	51.093	4.218	3-4	2880	Bornem	België	2026-04-30 18:45:00	0	2026-04-30 16:59:00	2026-04-30 16:59:00
653584	NULL	NULL	51.105	3.976	51.105	3.976	3-4	9160	Lokeren	België	2026-04-30 17:00:00	1	2026-04-30 16:59:32	2026-04-30 16:59:32
653587	167893	9	51.035	4.086	51.035	4.086	1-2	9200	Dendermonde	België	2026-04-30 18:00:00	0	2026-04-30 17:00:06	2026-04-30 17:15:12
653591	167871	103	51.111	3.986	NULL	NULL	1-2	9160	Lokeren	België	2026-04-30 18:00:00	0	2026-04-30 17:01:48	2026-04-30 17:18:18
653593	167968	34	51.093	4.232	51.094	4.232	1-2	2880	Bornem	België	2026-04-30 18:30:00	0	2026-04-30 17:02:09	2026-04-30 19:45:23
653596	167960	5	51.018	4.117	51.019	4.117	1-2	9200	Dendermonde	België	2026-04-30 18:45:00	1	2026-04-30 17:03:08	2026-04-30 18:18:02
653604	167909	10	51.21	4.326	51.21	4.326	3-4	2070	Beveren-Kruibeke-Zwijndrecht	België	2026-04-30 18:45:00	0	2026-04-30 17:05:45	2026-04-30 17:11:09
653605	NULL	NULL	51.08	3.976	51.08	3.976	1-2	9160	Lokeren	België	2026-04-30 18:30:00	0	2026-04-30 17:06:12	2026-04-30 17:06:12
653606	NULL	NULL	51.062	4.356	51.062	4.356	1-2	2830	Willebroek	België	2026-04-30 20:00:00	0	2026-04-30 17:06:42	2026-04-30 17:06:42
653608	167963	3	51.217	4.242	51.23	4.278	3-4	9120	Beveren-Kruibeke-Zwijndrecht	België	2026-04-30 17:30:00	0	2026-04-30 17:07:20	2026-04-30 18:38:46
653612	167893	9	51.035	4.083	NULL	NULL	1-2	9200	Dendermonde	België	2026-04-30 17:30:00	0	2026-04-30 17:09:13	2026-04-30 17:14:54
653613	NULL	NULL	51.16	4.149	NULL	NULL	10+	9100	Sint-Niklaas	België	2026-04-30 17:30:00	0	2026-04-30 17:09:19	2026-04-30 17:09:19
